Ensembl_ID	EPHA3	EPHA7	EFNB1	ADRB1	SEMA3A	NRP1	PLXNC1	SEMA4B	PLXNA4	NTN3	SEMA4G	UNC5A	SEMA5B	SEMA3B	PLXNA1	EFNB3	EPHB1	PLXND1	EPHA4	UNC5D	ADRB2	PLXNA3	SEMA4C	NTN1	PLXNB1	SEMA3E	SEMA6D	SEMA6C	CHRM1	SEMA4D	SLIT1	EPHB2	EFNA3	CHRM2	SEMA6A	EPHA2	PLXNB3	EFNA2	EFNA1	EPHB3	PLXNB2	PLXNA2	ROBO4	EPHB4	SLIT2	NRP2	SEMA3C	SEMA4F	UNC5C	EPHA8	CHRM3	EPHA1	EPHA5	SEMA3F	CHRM4	SEMA7A	DCC	ROBO2	SEMA6B	SEMA4A	ADRB3	EFNB2	EPHA6	ROBO3	SEMA3D	UNC5B	SEMA3G	SEMA5A	EFNA4	EFNA5	SLIT3	CHRM5	ROBO1	EPHB6
TCGA-RQ-A6JB-01A	0.1920008052853475	0.017401699294445322	2.107805528444402	0.04504228956446656	0.2721255543560383	2.018192556179476	3.100127537913437	2.0944305287775937	0.22301954583321623	0.048471374212889426	0.12489281806001738	0.16276836082417467	0.2845795725350691	0.21996559323981357	3.798002823552938	0.30881776014960255	0.3186206979174036	4.309691509705239	0.8331207874976208	0.0030139706010945894	0.7285505343020203	1.8626297154001286	1.6849544726703447	1.4946362935286897	0.47070428269356523	0.0	0.24806821978490864	0.5721485405016573	0.0	2.9233775367992654	1.7497887647376507	0.6350763053615791	0.6604698707761205	0.0	0.37091320333966543	0.9647862847841183	0.08587971522031788	0.06718489206036872	1.476004270136972	0.9361148110998008	5.426392812477602	0.9490879648186891	1.7962923674579225	1.9892299322439277	0.6405919108139004	2.5630061139540463	1.3976717378915129	1.2155116044625554	0.3290096728057604	0.0060777327140935375	0.0026789558323137485	0.4918280739575688	0.0	1.9965058751915186	0.12408949251406055	7.067145457860149	0.0049509451954128664	0.003911536080908424	2.4340147557602156	5.522775042097585	0.0	1.5493233196647278	0.005177977222025945	0.6594628152488973	0.10910610662482248	2.668980608240928	0.975258624737916	1.5058575121265783	2.267447859943935	0.06708129360906259	0.9375349886025262	0.055036424520005234	2.410320277084721	0.7036997589517138
TCGA-FF-8046-01A	0.3993385614334151	0.03133611291707082	2.6206362225370157	0.5870004446075299	0.6487458747069981	1.7217487310160289	1.6142902524506229	1.6499468324161604	0.09085339801458735	0.11428309837190516	0.16949887918409737	0.11711796167583159	0.3141950040075262	0.3200358379043749	2.38057455664622	0.3698020931267354	0.365493452216368	3.7157408870371587	0.30215844900044514	0.0899475971535925	0.27974692791796074	0.9484141805626097	1.736972017344737	0.08966550094366724	0.6213141615839792	0.21126514464126767	0.11274841303576845	0.6449423911645322	0.08809980502918129	2.8358225846314045	0.15950554296980934	1.2066964605109372	1.359048361792723	0.007078196285289763	0.5927088992122624	1.4499942217855029	0.05781636121675844	0.33202337146569105	2.8685131248143	0.8218432556057012	3.8931341334556815	0.5521751160539068	1.8967065944095962	2.509459773106114	0.4054551156292341	1.6268244182701528	1.0319587494455873	0.5654294926783879	0.25744603413501926	0.02187493363888943	0.02405854427831087	0.3718652925269924	0.011960754144211145	2.165348838666733	0.14841619602016348	2.054353630749501	0.026674140878620318	0.06580727365133626	2.4568200092980814	4.142225089551792	0.0	1.942710243247799	0.03706513842906093	0.8650445733304464	0.3146284368972125	1.43571752374824	1.0833970297185092	1.0324507293669831	2.97641397099792	1.0886685795122237	0.6465703228693266	0.11694390752474211	1.2425809646499624	1.6911101477163726
TCGA-FF-A7CW-01A	0.11951688690784873	0.0	2.351912400666144	0.07939267102687185	0.41377953772670634	0.8290036941789709	2.2939465585035483	2.4409126122673834	0.008104506339647063	0.03311657444441085	0.396201133819101	0.504031011977977	0.14238675342315488	0.06759748902967835	3.000584503830007	0.16563174199437114	0.556501676740119	3.205292121415834	0.11425240018123885	0.0	1.4758056176675864	1.9319647949765777	1.6396452075632355	0.5049072684002818	0.6774950041001386	0.004921219429323036	0.026949480133672744	0.4236953342988203	0.010199275487650311	3.0671851558360914	0.17203733531857324	0.43101880919498253	0.7762082151116749	0.0	0.49393978420591667	1.0573359647142195	0.06043272583281455	0.034633724338994004	1.4222620266723973	0.3843415950257082	3.7632944228550187	0.22525962460446544	1.2669192041116502	1.4435613455678822	0.17098795481397566	1.1459687891755794	0.10241955064864794	1.1029143378288986	0.10793674635023875	0.012363850475837894	0.005456405267758406	0.3861654094778178	0.0	1.8947445827065958	0.06457868600426835	3.9897363289778633	0.0	0.060596101716583244	1.269661667098263	5.487908955690539	0.011232462176585667	1.119885105509042	0.0	0.5258233927782778	0.13763629382262346	0.9335995036248971	0.7133388868957797	0.45794903872425	3.658692679559944	0.2509907881259952	0.1651346358936134	0.06157180891555031	0.725116202341687	2.1099726303853936
TCGA-RQ-A68N-01A	0.3321606337307142	0.048115781156364425	2.5154925141310343	0.031617415417205974	0.24139766744647068	1.4470027640013436	2.2088709720169106	2.3211170336408595	0.038475827394740855	0.015226545526004014	0.22957418259284465	0.1204491055902498	0.3648777335325804	0.4492402181487781	4.616389688586851	0.12639049865897686	3.0772306510373735	4.391764187678632	1.6594935185355504	0.011199046978662154	0.4447619877941183	1.8480869575143102	1.375644712120265	1.0167670445014074	0.7163307677552722	0.013452230916394383	0.06254960067014037	0.521343379958066	0.018587475358435437	2.135663484405001	0.08746267198723698	0.563780380813108	0.5165049545531308	0.0	0.36783945707225246	0.9986340649993719	0.23931772850182215	0.06268576654699551	1.9025530320642943	0.5554270494402775	3.942873513457063	0.5431823946993828	1.936718204807482	1.8584535653557834	0.5819312479374963	2.0487262632945242	0.396168832154144	0.5157717917988565	0.17652389596384213	0.033647186911724344	0.004987271493743335	0.35166140661840056	0.0	2.402639542581903	0.019980171794280695	5.336459876901459	0.0023081876670501124	0.13571522735601013	2.863079227862826	4.080975566457384	0.010268475621533804	1.0577558877997821	0.0	1.087235161683465	0.015004836098260223	1.5084518999730092	0.5359980469738215	0.37613947560101996	2.473707495860656	0.13718988930796208	0.15163285334022625	0.025896541096026075	1.2210426065729072	0.6794091679197904
TCGA-FM-8000-01A	0.034068171318071105	0.0	3.1048925049793725	1.9293655030763992	0.9112615954329492	0.8749354464731716	1.455248447066619	1.754047602155549	0.05514480226919529	0.028675461409620344	0.2780022439337866	0.17394377547175122	0.09823500220217858	0.35217767898662106	3.3185216360055954	0.275435394882407	0.0646802353775333	4.156334970148026	0.13787090561638782	0.01059693421139915	0.5376563709104105	1.9267907629324978	1.5282475823990396	0.7166442394944539	0.5078390611643111	0.07474489425071176	0.05924261556525516	1.4738445971222411	0.06911077953750229	1.1645877194823115	0.2752814606279542	1.1485095472085383	0.8428792975410303	0.0	0.4630571181764811	0.527038493067574	0.12570232420889013	0.0	1.2037199105765801	2.783536458157752	5.158054410125623	0.4330239606855359	0.8152727182545321	2.3526861205309606	0.5004153508642015	1.629686189362928	0.8338001951814442	0.8171442224727665	0.0887286458346052	0.0	0.02808276291798682	0.8346321212731762	0.0	0.8753054143739138	0.0	4.6880881826732415	0.01305305292129208	0.003447788790174643	1.0215985249023594	4.341823181374587	0.01936745366096219	1.5422983226622435	0.0	1.2640018434663416	0.08317114925996819	1.9535255733322319	0.5707907133123786	0.8954604211492643	2.581979163112037	3.0516401686766534	0.3010704099375345	0.10486420770650406	2.09306355657625	0.9806354934184975
TCGA-GR-7351-01A	0.17425549780451252	0.02193771644578948	2.70962165592747	0.0	0.363441260533638	1.5168104036943544	1.3331162857836218	1.9883282333959693	0.022474862544170197	0.13837823778194333	0.11310758156327601	0.18610667904586176	0.13272797708877077	0.8926809692506351	3.085300270581364	0.11073540437599526	1.4350697383231235	3.904798383571901	0.39790504474147087	0.0075991059878426056	0.22145138646561333	1.242352953324999	1.504335613744115	0.02559297613923814	0.8155874436284853	0.01820316546524759	0.03800379707127553	0.2999264181092026	0.04984212063083246	2.991425775287906	0.05331998215265331	0.8229440610980701	1.8005539581988637	0.004942783398729427	0.3342084346335659	0.6316876637485389	0.011713242454593889	0.0	2.1142487521194773	0.37428213718980613	4.776728499479035	0.4109083944240487	1.117399424594638	1.3846669417770765	0.23443494480699997	1.7079736332853916	0.6587250820680131	0.5217806385589749	0.17073227631546542	0.007669831463055043	0.013479767218629202	0.5144411969139391	0.0	1.7337055808710613	0.05353360274315736	4.1582877021269	0.006248513869282288	0.3650824780641827	3.4130336268780583	4.083840890386168	0.013900408089155424	0.7417841248526177	0.032382517877858966	0.8355566202580147	0.025331003920643882	1.3067001508733775	0.17042664171005287	0.45239720707343667	3.0733387312463747	0.4388985621374858	0.21440878989360637	0.03498946672756611	1.5893310386138877	1.0847270439132095
TCGA-FA-A4XK-01A	0.3431764213038821	0.002887077858516088	2.9990281967062438	0.007532912711957536	1.1292130382729162	2.102700777521017	2.4622513684035807	2.2862349295463815	0.12836124479946115	0.010809156784210806	0.15907860230295678	0.2902700440152084	0.20010341025034645	0.30525316075294734	5.011030963521726	0.36964859566761626	0.2548898326191615	4.539166132329325	3.343466976120201	0.0	0.11426253778699676	2.793838773066581	1.682530820378017	0.17465593410999983	0.9474011313540177	0.0031896553795912903	0.1390759636488002	0.38511492001973746	0.0	3.8511541572995247	0.10936798262037235	0.5906930443541452	0.7887815436352372	0.0	0.2585872079169282	1.7877529018112344	0.2245234257716636	0.0	1.5506344024472254	1.429717033704212	5.27795281947683	1.572724313057931	2.322206524760683	2.0722110564771437	0.47252918537958166	2.4524346178457948	0.9988535811207687	1.3074853585513686	0.06890953703269027	0.0	0.007064877331810047	0.20347795371631794	0.0	1.7004145414768885	0.055943167016482505	2.8620098260175673	0.0032710011365626487	0.0025839662328173752	2.392827535755444	6.117203378221054	0.014535079511213267	1.633466989957993	0.0	0.6068586213601123	0.1424076941518739	3.157535327012442	0.7984094404377218	0.8089261365180651	2.579796591671741	0.10911632870943296	0.5447357744974239	0.022056023269875318	2.0067362318392648	1.7443499062897414
TCGA-GS-A9TT-01A	0.12631117152727192	0.02466387505145484	2.106729062893012	0.08672938002662645	0.5573783596864139	1.7181570815198062	2.56798022185097	2.141052773147254	0.06506696588791899	0.24623736327402582	0.5688679430698993	0.2620926019249011	0.2013253184963018	0.09337917079115607	3.873141569155391	0.1371791603133456	2.8177395886039687	4.158844614419485	0.2397970675890071	0.002141932025398595	0.25261792561402724	1.5627770415438431	1.9920732531373977	0.021630245942906967	0.714247302791339	0.003431650928172775	0.07904785219344947	0.7864318568159001	0.0	2.629120155507809	0.09128507140080398	0.11221981386150791	0.557203094854171	0.0027832236107475927	0.33466986248801134	0.51099668715085	0.08043404515479714	0.07148996638691732	1.1474570476589934	0.10361790308653113	4.87557627353433	0.4525856975906826	1.4046089390947167	1.8337939965515309	0.8579358831854415	2.1157234255928064	0.7167928386927087	0.7953563966662622	0.10258509471676903	0.03420764187101975	0.0	0.10393071954693525	0.0	2.0262724741415363	0.074748249689088	2.981073890555725	0.0536052376403941	0.22499578269708628	1.9054862124032437	4.431862032364278	0.023386715253546426	1.4331290630941362	0.0	0.21141060376435195	0.02282453949804401	1.7876228879495157	0.4082897613589121	0.1595037552194692	2.4504998556343978	0.22883526076969166	0.062053518950496184	0.06240072233633911	1.0740474876584474	0.3328933768708491
TCGA-FF-8062-01A	0.16724579630022524	0.013541447673638556	2.7212003982697084	0.09182960092048512	0.5730955064540464	1.3202817187245268	1.8857007150053051	2.3659601686075105	0.028628570989581686	0.050194326699638865	0.2093436808450928	0.19569405373012652	0.25799573030098943	0.7817559022706468	2.6579085490818732	0.11105398956904888	0.4864170249783171	4.358407645058363	0.875483537410518	0.006238977862373901	1.1931969508115474	1.509642704563583	1.7237938081130895	0.09233477540226465	1.1912460417511925	0.0	0.15349408313867668	0.48068158243791415	0.010366803602356088	4.420346670350545	0.086503000485235	1.322989793969025	1.84420373758397	0.0	0.4452334696541104	0.8022966808917938	0.04746716555991123	0.0	2.3656880056360268	1.1873786273726787	5.778307911485526	0.4296941838554258	1.3838359338065116	1.797723184699196	0.29779110151741284	2.1091160855584583	0.32684780048334633	0.9844869773386995	0.43866471938820295	0.0	0.022057925005397012	1.3532782811818436	0.0	1.5403364592903304	0.10776407264689346	5.506882884723655	0.005129692212551868	0.055728755956186586	2.497798636994886	4.699464200844262	0.2028310226094534	1.5983699165490508	0.0	1.148990163892507	0.16993630946486285	1.883409586664253	0.4437639075947096	0.8742985154152673	3.5099507377004153	0.3921396443508252	0.5877882050654122	0.01733405098760985	1.7695615794899118	2.670242706358056
TCGA-G8-6326-01A	0.017757949475909203	0.022219184811253203	2.9780024043016837	0.057361239721689584	0.326572938919723	1.3791789579949716	2.7860253525983723	1.9859770454497265	0.04869802777776688	0.011959253143873683	0.18310260228247194	0.5300963548941267	0.08554668075821152	0.182316858893565	3.432814093424742	0.029308942232061368	0.6941295873174171	5.22209571566662	0.19187602470996062	0.010983321988423658	0.6739006862498731	1.6332327792920327	1.2030224688144373	0.1044808992277797	0.9904636835515893	0.12193535917606406	0.049299430222787134	0.42995444823083606	0.007319796838548271	4.040147539033711	0.19799025318841385	1.37604235428176	0.6281321886297391	0.0028630298875462756	0.3084830468378206	0.2899427957679375	0.0	0.0	1.2232705179933794	0.4867122736121441	5.255832456370678	0.2749194707573264	1.2465424815078294	1.1722727539596038	0.2681465090136631	2.713792009472802	0.4726981258850642	1.190467308157129	0.07608104170490444	0.13178238881844023	0.0	0.7313039918206115	0.004842832263541157	1.4632439496636722	0.0	2.932303758340808	0.003620042881783105	0.13776898855961728	2.3723439909711246	5.236414572912908	0.016079410871513395	0.6239058404399125	0.0	1.1543605821785803	0.049434353998102566	1.375680864592495	0.43263523068156	0.27879975710832805	2.5007221504346693	0.8246132989665415	0.17611849985422137	0.024392714771459646	1.4931530985136368	3.1669800289077523
